,tv_model,category,price,dimension,discounted,discount_rate,reviews,brand,num_of_reviews
216,"PANASONIC - Smart TV OLED UHD 4K 48"" TX-48LZ1500E-NERO",Tv 4K,"€ 1.399,00",Dimensione schermo-pollici : 48 pollici,False,,"[' Eccezionale visione, ottimo audio, bella da ammirare ed estremamente versatile ']",PANASONIC ,1
217,"CRANKER - Smart TV LED HD READY 24"" CR-TV24110SG",Smart TV,"€ 149,90",Dimensione schermo-pollici : 24 pollici,True,-35.0%,"[' Ho comprato questo apparecchio in promo, le aspettative visto il costo e il Brand chiaramente non erano alte... ma ľaudio è veramente scadente, è uguale ad un monitor per pc di media qualità. ', "" Audio scadente da radiolina anno 70.Non ammesso nell' 2023 ""]",CRANKER ,2
218,SAMSUNG - Smart TV Neo QLED 8K 65” QE65QN900B-Stainless Steel,Tv Qled,"€ 3.309,00",Dimensione schermo-pollici : 65 pollici,True,-23.0%,[],SAMSUNG ,0
219,SAMSUNG - Smart TV Crystal UHD 4K 55” UE55BU8570-Black,Tv 4K,"€ 609,00",Dimensione schermo-pollici : 55 pollici,True,-13.0%,[],SAMSUNG ,0
220,"PHILIPS - Smart TV OLED UHD 4K 65"" 65OLED707/12-65OLED707/12",Tv 4K,"€ 1.599,00",Dimensione schermo-pollici : 65 pollici,True,-16.0%,[' televisore fantastico aq un prezzo super vantaggioso. '],PHILIPS ,1
221,"SONY - Smart TV OLED 4K 55"" XR55A75KAEP",Tv 4K,"€ 1.349,00",Dimensione schermo-pollici : 55 pollici,True,-37.0%,[],SONY ,0
222,"PHILIPS - Smart TV LED UHD 4K 43"" 43PUS8517/12-Antracite",Tv 4K,"€ 539,00",Dimensione schermo-pollici : 43 pollici,True,-28.0%,"[' Metterò 5 stelle se qualcuno mi darà risposte convincenti..Risoluzione display dichiarata 3840 x 2160.Risoluzione display rilevata 1920 x 1080• Capacità totale memoria (Flash) dichiarata: 16 GB. Capacità totale memoria (Flash) rilevata: 6 GB circa ', ' Il suo feedback è molto importante per noi. Le saremmo grati se potesse contattare il nostro servizio clienti al numero (+39) 039-9685709 per parlare con un rappresentante del servizio clienti in merito alle sue domande. ', ' Le ombre spesso sono scure rossastre e perdono dettaglio. Lavorare su contrasti e luminosità x evitare problema a scapito qualità immagine. Sound scarso ']",PHILIPS ,3
223,"SONY - SMART TV BRAVIA LED 4K 65"" KD65X81KAEP",Tv 4K,"€ 899,00",Dimensione schermo-pollici : 65 pollici,True,-18.0%,"[' Consegna dopo 15 giorni. Amazon consegnava in un giorno. Ho comprato euronics perché avevo fiducia in voi, ma con questa logistica non lo farò mai più. E\' insultante. 15 giorno per consegnare un televisore definito ""disponibile"". Non siamo mica nel 1821. ']",SONY ,1
224,"SHARP - Smart TV Q-LED UHD 4K 55"" 55EQ3EA-Nero",Tv Qled,"€ 699,00",Dimensione schermo-pollici : 55 pollici,True,-30.0%,[],SHARP ,0
225,"SHARP - Smart TV Q-LED UHD 4K 50"" 50EQ3EA-Nero",Tv Qled,"€ 599,00",Dimensione schermo-pollici : 50 pollici,True,-25.0%,[],SHARP ,0
226,"PHILIPS - Smart TV LED UHD 4K 65"" 65PUS8007/12-Black",Tv 4K,"€ 799,00",Dimensione schermo-pollici : 65 pollici,False,,[],PHILIPS ,0
227,"LG - Smart TV LED UHD 4K 65"" 65UQ70006LB.APIQ-Ceramic Black",Tv 4K,"€ 589,00",Dimensione schermo-pollici : 65 pollici,True,-5.0%,[],LG ,0
228,"SAMSUNG - Smart TV OLED UHD 4K 65"" QE65S90CATXZT-TITAN BLACK",Tv 4K,"€ 2.999,00",Dimensione schermo-pollici : 65 pollici,False,,[],SAMSUNG ,0
229,"SAMSUNG - Smart TV QLED UHD 4K 55"" QE55S90CATXZT-TITAN BLACK",Tv 4K,"€ 2.199,00",Dimensione schermo-pollici : 55 pollici,False,,[],SAMSUNG ,0
230,HISENSE - SMART TV LED VIDDA U 5.0 AI50A6HG-Black,Tv 4K,"€ 374,00",Dimensione schermo-pollici : 50 pollici,True,-6.0%,[],HISENSE ,0
231,"PANASONIC - Smart TV LED UHD 4K 43"" TX-43LX610E-NERO",Tv 4K,"€ 399,00",Dimensione schermo-pollici : 43 pollici,False,,[],PANASONIC ,0
232,"LG - Smart TV LED UHD 4K 75"" 75UR81006LJ-Blu",Tv 4K,"€ 1.189,00",Dimensione schermo-pollici : 75 pollici,True,-8.0%,[],LG ,0
233,"LG - Smart TV LED HD READY 28"" 28LT661H-Nero",Smart TV,"€ 410,00",Dimensione schermo-pollici : 28 pollici,False,,[],LG ,0
234,"SHARP - Smart TV LED ANDROID HD READY 32"" 32BI5EA-Nero",Smart TV,"€ 269,00",Dimensione schermo-pollici : 32 pollici,False,,[],SHARP ,0
235,"PHILIPS - Smart TV LED AMBILIGHT ANDROID 4K 43"" 43PUS7956/12-Silver",Tv 4K,"€ 415,00",Dimensione schermo-pollici : 43 pollici,True,-10.0%,"[' Pro: Android funziona bene. Le immagini sono ottime. Il WI-FI, le connessioni funzionano bene. Contro: software di gestione Philips macchinoso, per nulla intuitivo. A volte il software si blocca , va in crash,  mentre si vuole impostare qualcosa, bisogna staccare la spina e riaccenderlo.. Non rileva la CAM per TVSat. Lasciandola inserita nella speranza che prima o poi la rilevi, alla successiva riaccensione la TV risulta inattiva, spariscono voci di menu. Infine il telecomando ha i tasti in croce indistinguibili, per cui bisogna pigiare con estrema attenzione, in scarsa luce è impossibile premere su/giu/destra/sinistra senza sbagliare. ', "" Caro utente, grazie per la sua onesta recensione. Ci dispiace che il nostro telecomando le dia fastidio. Sa che esistono telecomandi universali per TV con tasti più grandi? In ogni caso la ringraziamo per averlo portato alla nostra attenzione. Faremo meglio la prossima volta!Ci ha parlato di problemi di software e questo ci preoccupa molto. Quindi la invitiamo a contattarci sui social network o per telefono allo 00390399685709. Saremo quindi in grado di aiutarla a risolvere i suoi problemi e di aiutarla a fare le impostazioni dell'immagine che più le si addicono.  "", ' Prodotto solido. Comparto smart essendo Android tv una garanzia. Comparto audio e video migliore di quello che pensavo. Tecnologia ambilight piacevolissima è stato il motivo per cui ho comprato questo tv. Purtroppo devi dire che si è rivelata anche l’unica vera nota negativa del TV in quanto mentre nella visione di canali via satellite/digitale è perfetta purtroppo durante la riproduzione di contenuti in streaming come ad esempio serie tv Disney+ o partite trasmesse su DAZN sembra non essere 100% sincronizzata alle immagini e diventa quasi fastidiosa, costringendomi a spegnerla. Non avviene comunque sempre quindi mi ritengo in generale soddisfatto dell’acquisto e do 4/5 ', "" Utilizzo della tv dopo più di un mese. La qualità delle immagini è al di sotto delle aspettative in quanto i colori neri e soffusi sono caratterizzati dalla presenza di aloni. Il sortware è molto lento e dopo l'accensione bisogna attendere un pochino prima di utilizzarne le funzioni. Anche l'interazione con il telecomando è molto lenta. Il suono è molto buono anche se la regolazione del volume va adeguata spesso.La ricezione di tutti i canali digitali richiede jn buon impianto. Funzione migliore è l'ambilight che è  veramente particolare e crea atmosfera.La ricomprerei? Ni, forse ad un prezzo piu basso. "", ' Punto primo: molto spesso si blocca nello streaming di netflix o altre app multimediali. L’audio va avanti e il video va a scatti o è del tutto nero e non c’è niente da fare, bisogna staccare la spina e riaccendere.Punto secondo: a cosa serve che sia integrata con google  assistant se sul telecomando non c’è un tasto rapido di ricerca (figuriamoci un microfono) e l’ambient light non può essere controllato ne dall’app di google home ne dall’app di philips (che manco mi trova il televisore)?Punto 3: perché diamine avete tolto le jointspace api?? Almeno con quelle potevo controllare l’ambientlight per i cavoli miei e invece devo usare quel tasto del telecomando per abilitsrlo, che il 90% delle volte ci mette svariate decine di secondi ad aprire il menu dell’ambientlight ', ' Salve sciorty,ci dispiace che la sua esperienza sia stata inferiore a 5 stelle. Se è disponibile a discutere ulteriormente della sua esperienza, può contattarci in qualsiasi momento su Facebook o Twitter.  ', "" La Tv non è niente male , schermo bello da vedere con colori naturali e vivaci . Nel reparto audio la Tv mostra della vere mancanze con volumi bassi tanto da richiedere l'uso di casse esterne . Per il reparto software, la Tv mostra rallentamenti troppo di frequentemente ,tanto da richiedere lo stacco dalla corrente per stabilizzarla ,ma sembra non risolvere il problema tanto che si ripresenta facilmente in futuro . Del resto la Tv non è male ,quando funziona , veloce anche nella ricezione wifi . "", ' Il focus di questa tv è il sistema AmbilightMolto scenografico e ben integrato nella televisioneA parte questo tutto il resto rientra nei valori di una normalissima smart di Tv di medio/basso livelloSpesso il sistema Android TV si spegne e si riavvia in automatico, per cambiare i canali ci vuole molta pazienza e non sempre esegue il comando corretto Troppa attenzione ed effettua ho riposto nella striscia LED, trascurando la televisione vera e propria ', "" Qualità visiva e audio 10 e lode. Non altrettanto lodevole il menù impostazioni troppo indaginoso e a tratti carente in alcune funzioni. Il sistema Android non è fluido e veloce e ogni tanto la TV va in blocco ed è necessario staccare la presa per farla ripartire. Assolutamente deluso per l'assenza della modalità di registrazione. Risulto possessore di un 48PFT5500/12 che a parte il problema presente da poco dopo l'acquisto in accensione (il led lampeggia per oltre 2 minuti e impedisce l'accensione) e il solito sistema Android lento e pieno di problemi ha un più razionale menù di impostazioni con funzioni più intuitive e logiche. Oltre una qualità video superlativa. Ho voluto premiare ancora il Vostro marchio ma a parte la qualità audio e visiva sono rimasto fortemente deluso.Sicuramente non lo acquisterei se potessi tornare indietro "", ' La TV è bella e il sistema Ambilight è ottimo. Tutto sembrava funzionare bene ma dopo qualche mese ha iniziato a spegnersi da solo, non rispondeva ai comandi del telecomando, si scollegava dal wifi interrompendo la visione di film su Netflix o Prime... spesso ci volevano vari minuti perchè il software si riconnettesse. Per risolvere il problema occorre un aggiornamento che occorre scaricare su USB perchè la TV non riesce a farlo via wifi! ', "" Salve RicVerona,Siamo spiacenti che la sua esperienza non sia stata all'altezza delle sue aspettative. Ci aiuti a migliorare fornendo maggiori informazioni sulla sua esperienza. Siamo raggiungibili su Facebook o Twitter. ""]",PHILIPS ,11
236,"HISENSE - Smart Tv UHD 4K Dolby Vision 75"" 75A6DG-Black",Tv 4K,"€ 749,00",Dimensione schermo-pollici : 75 pollici,True,-32.0%,[],HISENSE ,0
237,"LG - Smart TV LED HD 32"" 32LQ630B6LA-Ceramic Black",Smart TV,"€ 284,00",Dimensione schermo-pollici : 32 pollici,True,-5.0%,[],LG ,0
238,SAMSUNG - Smart TV Neo QLED 4K 65” QE65QN85B-Bright Silver,Tv Qled,"€ 1.348,00",Dimensione schermo-pollici : 65 pollici,True,-10.0%,[],SAMSUNG ,0
239,"SHARP - Smart TV LED UHD 4K 43"" 43FN7E-Nero",Tv 4K,"€ 349,00",Dimensione schermo-pollici : 43 pollici,True,-10.0%,[],SHARP ,0
240,"PHILIPS - Smart TV OLED UHD 4K 48"" 48OLED707/12-Silver",Tv 4K,"€ 960,00",Dimensione schermo-pollici : 48 pollici,True,-8.0%,[],PHILIPS ,0
241,SAMSUNG - Smart TV The Frame 4K 55” 55LS03B-Black,Tv Qled,"€ 883,00",Dimensione schermo-pollici : 55 pollici,True,-7.0%,[],SAMSUNG ,0
242,LG - 43NANO766QA,Tv NanoCell,"€ 524,00",Dimensione schermo-pollici : 43 pollici,True,-5.0%,[],LG ,0
243,"HISENSE - Smart Tv QLED 4K Dolby Vision 50"" 50A72GQ-Silver",Tv Qled,"€ 429,00",Dimensione schermo-pollici : 50 pollici,True,-6.0%,[],HISENSE ,0
244,"HISENSE - Smart Tv QLED 4K Dolby Vision 43"" 43A72GQ-Silver",Tv Qled,"€ 399,00",Dimensione schermo-pollici : 43 pollici,True,-33.0%,"["" Ottimo TV qualità prezzo, semplice nell'uso e  di facile utilizzo. "", "" Tv 'snello', nessuna difficoltà nell'attivazione. Colori forse troppo brillanti, ma dobbiamo finire di studiare le istruzioni ""]",HISENSE ,2
245,"HISENSE - Smart TV QLED 4K Dolby Vision 43"" 43E79HQ-Black",Tv Qled,"€ 359,00",Dimensione schermo-pollici : 43 pollici,True,-28.0%,"[' HISENSE - Smart TV QLED 4K Dolby Vision 43"" 43E79HQ-Black ', ' Buon TV ma necessita di un impianto audio secondario. ', ' Prodotto come descritto. Consegna al piano perfetta. ']",HISENSE ,3
246,LG - 55NANO766QA,Tv NanoCell,"€ 799,99",Dimensione schermo-pollici : 55 pollici,False,,[],LG ,0
247,SAMSUNG - Smart TV Crystal UHD 4K 65” UE65BU8070-Black,Tv 4K,"€ 774,00",Dimensione schermo-pollici : 65 pollici,True,-9.0%,[],SAMSUNG ,0
248,SAMSUNG - Smart TV Neo QLED 4K 55” QE55QN85B-Bright Silver,Tv Qled,"€ 899,00",Dimensione schermo-pollici : 55 pollici,True,-10.0%,"[' Ho ordinato sul sito di Euronics questo televisore. Il servizio ""prenota e ritira"" è fantastico; ho ordinato e qualche giorno dopo, compatibilmente con la disponibilità in negozio, tutta la procedura era stata svola. Gentilissimo anche uno dei ragazzi del negozio che, dopo aver effettuato il servizio cassa, mi ha aiutato a caricarlo in macchina. ']",SAMSUNG ,1
249,LG - 50NANO766QA,Tv NanoCell,"€ 649,00",Dimensione schermo-pollici : 50 pollici,True,-7.0%,[],LG ,0
250,SAMSUNG - Smart TV Neo QLED 4K 55” QE55QN95B-Bright Silver,Tv Qled,"€ 1.424,00",Dimensione schermo-pollici : 55 pollici,True,-16.0%,[],SAMSUNG ,0
251,SAMSUNG - Smart TV OLED 4K 55” QE55S95B-Eclipse Silver,Tv 4K,"€ 1.399,00",Dimensione schermo-pollici : 55 pollici,True,-30.0%,[],SAMSUNG ,0
252,"PANASONIC - Smart TV OLED UHD 4K 65"" TX-65LZ1500E-NERO",Tv 4K,"€ 2.299,00",Dimensione schermo-pollici : 65 pollici,True,-8.0%,"["" l'image est fantastique en mode Filmmaker que ce soit en VOD, en Blu-ray ultra HD 4K HDR/ HDR Dolby vision il vous en met plein les yeux c'est un régal à tous les niveaux.... ! Couleur, nuance de couleur, contraste de ouf, profondeur de noir infini, dynamique d'images, fluidité, images hyper typée cinéma propre à Panasonic. UN RÉGAL POUR LES YEUX !!!!! Rien a dire pour les appli streaming Netflix, Canal, Disney une image performante.Même le son a dû mordant. Juste faire attention au maniement du téléviseur il est très fin.Seul bémol le système d’exploitation de Panasonic mais couplé avec une Apple TV c’est le top "", ' La livraison s’est très bien passée avec des livreurs super sympa et attentionnés. D’ailleurs, on est resté scotché quelques minutes devant la qualité d’image. Je suis un habitué de la marque possédant un modèle de 2018 et je ne m’attendais pas à un bon qualitatif aussi important. Les couleurs sont éclatantes, réalistes et pas saturées, comme on le retrouve souvent chez la concurrence. La dalle reflète moins que mon ancien modèle et la compensation de mouvement a été beaucoup améliorée. Mais le plus époustouflant est la qualité en Dolby Vision IQ : détails, couleurs, noirs vraiment noirs, réalisme et petit effet 3D rendant l’immersion totale. Seul point négatif, la télécommande n’est plus rétro-éclairée, vraiment dommage pour un produit haut de gamme. Il y aussi un reflet, ce qui peut être problématique dans une pièce très lumineuse. Bref, extrêmement satisfait par mon achat et service au top, merci Boulanger! ', ' Les trois meilleurs tv OLED : Sony , Samsung et Panasonic. ']",PANASONIC ,3
253,"PANASONIC - Smart TV LED UHD 4K 50"" TX-50LX650E",Tv 4K,"€ 499,00",Dimensione schermo-pollici : 50 pollici,True,-2.0%,"[' TV si é rotto dopo 8 giorni (penso per un problema software), sono 3 giorni che ho segnalato il problema, mi hanno detto che sarei stato ricontattato ma non ho ancora avuto indicazioni. ']",PANASONIC ,1
254,"PANASONIC - Smart TV LED UHD 4K 43"" TX-43LX650E",Tv 4K,"€ 370,00",Dimensione schermo-pollici : 43 pollici,True,-16.0%,[],PANASONIC ,0
255,"STRONG - TV LED 24"" SRT24HE4203-nero",Smart TV,"€ 160,00",Dimensione schermo-pollici : 24 pollici,True,-3.0%,[],STRONG ,0
256,"SAMSUNG - Smart TV LED HD READY 32"" UE32T4300",Smart TV,"€ 261,00",Dimensione schermo-pollici : 32 pollici,True,-13.0%,[],SAMSUNG ,0
257,"LG - Smart TV OLED 4K 48"" OLED48A16LA-Blu",Tv 4K,"€ 799,00",Dimensione schermo-pollici : 48 pollici,True,-36.0%,[],LG ,0
258,"SONY - SMART TV BRAVIA OLED MasterSeries 4K 65"" XR65A90J",Tv 4K,"€ 2.479,00",Dimensione schermo-pollici : 65 pollici,True,-6.0%,"[' Très beau téléviseur oled avec une belle image lumineuse ce qui excellent pour un oled à l installation de la télé j étais déçu de la qualité de l image les réglages de base ne sont pas excellent il faut donc reprendre point par point tous les paramètres d ailleurs Sony doit le savoir car il vous envoi un mail avec la signification de tous ces réglages il faut dire que je suis assez exigent car je possédais déjà un oled LG le son est lui parfait pas besoin de barre de son l ergonomie Google aussi le point très fort est le Bravia core avec une qualité extraordinaire de son et d image bref un bel investissement malgré le prix élevé ', "" L'image est vraiment parfaite avec les réglages d'usine. Cela dit, malgré la nouvelle dalle LG réputée plus lumineuse, l'OLED en général reste trop sombre à mon gout. Ce TV étant tombé en panne au bout de 9 jours... ça arrive donc aussi aux meilleurs... je l'ai échangé contre un Néo QLED. "", ' La série Master Class A90J de SONY représente probablement ce qui se fait de mieux en terme d\'écran aujourd\'hui, toutes technologies confondues. Bien qu\'on ne puisse pas directement les comparer, les SONY A90J sont de la même veine que les écrans plasma Pioneer Kuro d\'il y a 15 ans, en beaucoup mieux. L\'intensité des couleurs, le contraste fantastique avec une profondeur de noir que seul la technologie OLED peut offrir, vous ""scotchent"" devant l\'écran. Je redécouvre tous mes films, y compris les Blu-Ray 1080p, grâce à un upscaling hallucinant. La puissance des processeurs SONY n\'est plus à démontrer. Déjà sur mon ancien 46NX700 incliné, le rendu des images était impeccable, même avec des sources informatiques de faible définition, mais ici, c\'est juste phénoménal ! Bon, vous l\'aurez compris, je suis comblé par ce modèle et je n\'ai pas parlé de toute l\'informatique embarquée, de toutes les applications disponibles, sans compter les offres gratuites de streaming très haute définition et j\'en passe. Un MUST ! ', ' J ai acheté cette tv car possesseur d une ps5, le résultat est juste fou, qualité des graphismes, des couleurs, des lumières, c est d une netteté jamais vu auparavant. ', "" Ben cela faisait longtemps que je voulais m'acheter une tv Oledet bien ces beau , très réactive, télécommande rétro éclairé Qualité Sony OUI "", "" Ce que je trouve dans ce produit c'est la qualité de l'image et surtout du son avec son système surface.je ne regrette pas mon achat "", ' Merci super achat très bonne image ensuite un tas d’applications avec un accès facile et une qualité SONY à acheter sans hésiter ', "" Une qualité exceptionnelle d'image et de son. Un super achat certes pas donné mais qui vaut le coup. ""]",SONY ,8
259,LG - OLED48C24LA-Argento,Tv 4K,"€ 1.099,00",Dimensione schermo-pollici : 48 pollici,True,-21.0%,"[' Dopo un attesa trepidante di 7 giorni è finalmente arrivato il tv 55 pollici! Il marchio LG come sempre è una garanzia di qualità e anche stavolta mi ha sorpreso per la nitidezza delle immagini, il design minimal della cornice e la varietà delle applicazioni interne precaricate. Il meglio della perfezione immagine è in presenza di contenuti in 4k hd e non ha davvero paragoni. I pixel auto-illuminanti e la risoluzione 4K permettono una visione delle immagini ultra definite in ogni condizione di luce. Il processore di ultima generazione permette una flessibilità di utilizzo considerevole, e l esperienza in modalità gaming è ottimale. Forza LG! ', "" Spedizione rapida e senza problemi, TV arrivato imballato in maniera sicura. Quando vuoi tirarlo fuori dalla scatola bisogna trovare la giusta presa per paura di romperlo. Una volta accesso la configurazione e facile e intuitiva. Il pannello OLED è uno spettacolo colori vivaci e il nero è veramente un altro mondo rispetto alla tecnologia a led. Qualsiasi cosa guardi la visione è eccezionale e finalmente durante le partite di calcio la palla non la vedi senza quella scia fastidiosa. L'unica cosa dove non mi trovo molto comodo e la funzione puntatore del mouse ma credo che sia più in problema mio di abitudine. Consiglio questo prodotto assolutamente "", ' Siamo veramente sorpresi di quanto siano definite le immagini su\xa0questa\xa0TV, si è adattata immediatamente all\'ambiente, la funzione di screensaver con tv ""spenta"" la rende anche un elemento di arredo aggiuntivo.L\'audio con la modalità montata a muro è accettabile\xa0anche senza supporti aggiuntivi (impianto audio tipo soundbar o sorround).WebOS nuovo è stato migliorato parecchio, ma rimane intuitivo e di facile utilizzo. L\'integrazione degli assistenti vocali è un plus che rende possibile spostare eventuali supporti (google home o alexa) in altre stanze perché sostituiti da questo tv.Se dovessi dare un voto a questo TV sarebbe sicuramente un 9 su 10. ', "" Televisore che già da spento ti sorprende per il design; cornice estremamente sottile e piedistallo color acciaio spazzolato che fa la sua figura in qualsiasi ambiente venga collocato. Una volta acceso si rimane impressionati dalla nitidezza e dall'elevato contrasto delle immagini; anche con illuminazione intensa della stanza non si notano differenze sostanziali. Altro punto di forza di questo Tv è la presenza di numerose porte di ingresso (4 HDMI, 3 USB, Ethernet) e tutte situate lateralmente in modo da non interferire se il Tv viene installato a parete. Unico appunto è la troppa sensibilità del puntatore del telecomando. "", ' Ci sono tv e tv, ma questa è LA TVIn maiuscolo sotto tutti i punti di vista! Partiamo dal design, minimal, schermo sottile e peso leggero.Ottimo sistema operativo con processore a9 Gen5, tutto scorre molto rapido senza alcun tipo di lag.Le varie tecnologie IA sulle immagini spingono al massimo i colori rendendoli vivi e reali.Essendo mio marito un appassionato di gaming, uno dei punti forti è la modalità Gaming Mode, permette di selezionare l\'opzione migliore sul tipo del videogioco che si sta giocando, sfruttando così a pieno le funzionalità delle console next gen.Soddisfatti di aver acquistato un prodotto LG di alto livello, Alessandro Borghese spostati, voto ""Diesci"" 10 ', ' Ebbene sì, finalmente dopo tanti video recensioni e comparazioni con altre marche, la mia scelta non poteva essere diversamente, il televisore è uno spettacolo nel verbale senso della parola.Essendo appassionato di PC gaming, la TV è dotata di tecnologia Nvidia gsync e AMD freesync 120hz, quindi potete collegare le consolle di ultima generazione e godervi i vostri giochi preferiti.Ora noni resta che affinacare alla TV un sistema audio e godermi film e serie TV. Non è il primo prodotto che acquisto diatca LG, per la.cada nuova ho comprato lavatrice e frigorifero, sono estremamente soddisfatto. ', "" Lo scorso mese mi ha abbandonato l'audio del mio plasma LG (che però aveva più di 20 anni) e ho deciso di sostituirlo con il 55C26LD, soprattutto per la felice esperienza che ho fatto con il 48C15LA acquistato giusto un anno fa. Visti gli acquisti, non posso negare di essere un fan della LG, anche se ho provato pure altre marche.Infine, per dare un consiglio a chi intendesse acquistarlo, posso affermare che a mio avviso è paragonabile ad altri TV per quanto riguarda le trasmissioni in HD, ma è decisamente superiore per quanto riguarda il 4K, che purtroppo non è ancora molto frequente. "", "" Ho acquistato questo televisore 20 giorni fa. Dopo aver navigato siti su siti e letto recensioni su recensioni ho deciso che questo doveva essere il mio nuovo televisore. Sono estremamente soddisfatto della scelta fatta. La qualità dell'immagine è elevatissima, emozionante quando guardi programmi in 4K.. Il design del televisore è moderno, minimal e molto piacevole. Lo streaming è perfetto ed il software del televisore molto veloce. Passi tranquillamente e in modo molto intuitivo da una applicazione all'altra. Definizione altissima colori splendidi soprattutto con la visione di eventi sportivi sembra di essere a bordo campo ed in prima fila. Un'esperienza di visione che rimpiango di non aver fatto prima!! ""]",LG ,8
260,"SAMSUNG - Smart TV Q-LED UHD 4K 98"" QE98QN90AATXZT-Titan Black",Tv Qled,"€ 13.562,00",Dimensione schermo-pollici : 98 pollici,True,-0.0%,[],SAMSUNG ,0
261,"QBELL - Smart TV LED HD READY 32"" QT32GXF93-NERO",Smart TV,"€ 199,99",Dimensione schermo-pollici : 32 pollici,False,,[],QBELL ,0
262,"SAMSUNG - Smart TV Q-LED UHD 4K 50"" QE50LS03BGUXZT",Tv Qled,"€ 1.093,00",Dimensione schermo-pollici : 50 pollici,True,-22.0%,[],SAMSUNG ,0
263,"LG - Smart TV LED UHD 4K 65"" 65UR78006LK-Nero",Tv 4K,"€ 823,00",Dimensione schermo-pollici : 65 pollici,True,-13.0%,[],LG ,0
264,"TOSHIBA - Smart TV LED UHD 4K 55"" 55UA5D63DA-Nero",Tv 4K,"€ 429,00",Dimensione schermo-pollici : 55 pollici,False,,[],TOSHIBA ,0
265,SAMSUNG - Smart TV QLED 4K 50” QE50Q80B-Carbon Silver,Tv Qled,"€ 599,00",Dimensione schermo-pollici : 50 pollici,True,-18.0%,[],SAMSUNG ,0
266,SAMSUNG - Smart TV QLED 4K 75” QE75Q60B-Black,Tv Qled,"€ 1.399,00",Dimensione schermo-pollici : 75 pollici,True,-44.0%,[],SAMSUNG ,0
267,"QBELL - Smart TV LED UHD 4K 43"" QT43WK83-Nero",Tv 4K,"€ 349,00",Dimensione schermo-pollici : 43 pollici,True,-19.0%,[],QBELL ,0
268,"LG - Smart TV LED UHD 4K 55"" 55UQ70006LB.APIQ-Ceramic Black",Tv 4K,"€ 459,00",Dimensione schermo-pollici : 55 pollici,False,,"[' Ho conparato questo articolo 1 mese fa..la consegna è stata rapida e puntuale..il televisore è pazzesco. Bello il design,alta la qualità,fantastico tutto. Lo consiglio assolutamente! ']",LG ,1
269,"SHARP - Smart TV LED UHD 4K 50"" 50FN7E-Nero",Tv 4K,"€ 349,99",Dimensione schermo-pollici : 50 pollici,True,-30.0%,[],SHARP ,0
270,"SHARP - Smart TV LED UHD 4K 65"" 65FN7E-Nero",Tv 4K,"€ 599,00",Dimensione schermo-pollici : 65 pollici,True,-2.0%,[],SHARP ,0
271,"SAMSUNG - TV LED HD READY 32"" UE32T4300AEXZT",Smart TV,"€ 299,00",Dimensione schermo-pollici : 32 pollici,True,-10.0%,[],SAMSUNG ,0
272,"SMART TECH - TV LED HD READY 32"" 32HV10V1",Smart TV,"€ 166,00",Dimensione schermo-pollici : 32 pollici,True,-3.0%,[' Il televisore è arrivato danneggiato presso il punto vendita e sto ancora aspettando che mi facciano sapere se mi invieranno o meno un nuovo apparecchio. '],SMART TECH ,1
273,"MAJESTIC - TV LED HD READY 23,6"" ST24VD-NERO",Smart TV,"€ 149,00","Dimensione schermo-pollici : 23,6 pollici",False,,[],MAJESTIC ,0
274,"LG - Smart TV OLED UHD 4K 77"" OLED77C34LA-Dark Titan Silver",Tv 4K,"€ 3.999,00",Dimensione schermo-pollici : 77 pollici,True,-5.0%,[],LG ,0
